authoryear,yi,vi,coef,se,n,outcome,model_type
dyrstadetal2021c,-0.105761412740896,0.00124396203820986,-0.105761412740896,0.0337893607959076,787,antipeace,Bivariate
esparzaetal2020,-0.114607398737345,6.3158418466108e-4,-0.114607398737345,0.0299726953588112,1543,antipeace,Bivariate
esparzaetal2020,-0.00531679154123787,6.501582992552e-4,-0.00531679154123787,0.0260628534277704,1539,antipeace,Bivariate
fabbeetal2023,-0.342119888359011,7.2996978868035e-4,-0.342119888359011,0.0358622606120622,1069,antipeace,Bivariate
fabbeetal2023,-0.233310183667259,8.3482328455109e-4,-0.233310183667259,0.0321310998973388,1072,antipeace,Bivariate
getmanskyweiss2023b,-0.0487193847826392,8.30766675265e-4,-0.0487193847826392,0.0276626761892322,1199,antipeace,Bivariate
getmanskyweiss2023b,0.0342507741480312,3.322194955513e-4,0.0342507741480312,0.0197779177722918,3004,antipeace,Bivariate
getmanskyweiss2023b,-0.0718410973237177,7.6131103913111e-4,-0.0718410973237177,0.0293288863127061,1301,antipeace,Bivariate
getmanskyweiss2023b,-0.11482662289639,7.0259995787636e-4,-0.11482662289639,0.0304578871607883,1387,antipeace,Bivariate
gonzaleztraunmuller2023,-0.137228445838495,5.3751610173626e-4,-0.137228445838495,0.0222335452241468,1792,antipeace,Bivariate
grossmanetal2015,0.035194460968268,4.2757146767609e-4,0.035194460968268,0.0206950552789909,2334,antipeace,Bivariate
hayesmcallister2001,0.0633014145763535,0.00114285935302758,0.0633014145763535,0.035297469864387,869,antipeace,Bivariate
hazlett2020,-0.0772809662422369,7.7497331251051e-4,-0.0772809662422369,0.0288722611963899,1276,antipeace,Bivariate
henrichetal2019b,0.0212155812970636,0.00244877451179232,0.0212155812970636,0.0491028534676838,409,antipeace,Bivariate
hirschhoefleretal2016,0.231137541064881,5.5104862124286e-4,0.231137541064881,0.0391325260749278,1627,antipeace,Bivariate
krause2017,-0.254432732504553,7.9519883722407e-4,-0.254432732504553,0.0274057166717903,1101,antipeace,Bivariate
kreimanmasullo2020,0.0559904177428535,9.2440927814744e-4,0.0559904177428535,0.027391289018391,1076,antipeace,Bivariate
liendobraithwaite2018,-0.0509794602687856,8.7648365072293e-4,-0.0509794602687856,0.0297375327561925,1136,antipeace,Bivariate
liendobraithwaite2018,-0.00153430252731361,8.8105312056127e-4,-0.00153430252731361,0.0298693898119823,1136,antipeace,Bivariate
mcallister2004,0.0589929165501499,0.00114538844652445,0.0589929165501499,0.034553198197566,868,antipeace,Bivariate
mcallister2004,0.0661149112644562,0.00114334111216219,0.0661149112644562,0.034829081316289,868,antipeace,Bivariate
meernik2020,-0.114607398737346,6.3158418466108e-4,-0.114607398737346,0.0297554375242897,1543,antipeace,Bivariate
meernik2020,-0.00531679154123782,6.501582992552e-4,-0.00531679154123782,0.0260487971856348,1539,antipeace,Bivariate
mironovaetal2019,0.0488038642313388,0.0043084070940484,0.0488038642313388,0.0673800823171976,232,antipeace,Bivariate
mironovawhitt2021a,-0.279675579141702,0.00142803573712207,-0.279675579141702,0.0383744630566626,596,antipeace,Bivariate
mironovawhitt2021b,0.118686842498146,0.00488454923715435,0.118686842498146,0.0726869013006011,200,antipeace,Bivariate
nussioetal2015,-0.0165874414939311,5.6180426603325e-4,-0.0165874414939311,0.0210074352149311,1780,antipeace,Bivariate
pechenkinaetal2019,-0.331365423243945,3.9861701255898e-4,-0.331365423243945,0.026838167693997,1989,antipeace,Bivariate
pechenkinagamboa2019,-0.179857062749214,8.9091275308083e-4,-0.179857062749214,0.0499345716916934,1052,antipeace,Bivariate
popovic2022,-0.096015153017381,0.00633320754242888,-0.096015153017381,0.0710453198130654,156,antipeace,Bivariate
schaub2023,0.0380326754924214,5.9105460788791e-4,0.0380326754924214,0.0249850407464972,1688,antipeace,Bivariate
tellez2019,-0.0620262566885839,1.8624630036507e-4,-0.0620262566885839,0.0258425160129999,5329,antipeace,Bivariate
tellez2019,0.00265584925070244,1.8768503997358e-4,0.00265584925070244,0.0139137331155604,5329,antipeace,Bivariate
weintraubetal2015,-0.044736432871253,9.0299302678461e-4,-0.044736432871253,0.0295565480212519,1104,antipeace,Bivariate
annanetal2011,-0.0730319398814086,7.9594619427881e-4,-0.0730319398814086,0.0321206511550274,1244,antipeace,Quasi-Experimental
getmanskyweiss2023b,-0.0371369249797192,8.7631247773649e-4,-0.0371369249797192,0.0296114993047066,1139,antipeace,Quasi-Experimental
getmanskyweiss2023b,0.00944351188298531,3.612072428178e-4,0.00944351188298531,0.0212950823010752,2769,antipeace,Quasi-Experimental
getmanskyweiss2023b,-0.0340213715574572,7.8681895288156e-4,-0.0340213715574572,0.0317803334668297,1269,antipeace,Quasi-Experimental
getmanskyweiss2023b,-0.0305297972711846,8.531083176999e-4,-0.0305297972711846,0.035092399340786,1171,antipeace,Quasi-Experimental
grossmanetal2015,0.100398344123559,4.2003512555378e-4,0.100398344123559,0.0617353644863481,2334,antipeace,Quasi-Experimental
kreimanmasullo2020,-0.0139996562895701,0.00104890667120648,-0.0139996562895701,0.0277589544584196,954,antipeace,Quasi-Experimental
mironovawhitt2021b,-0.144701734819515,0.00240240912410499,-0.144701734819515,0.138956858696205,400,antipeace,Quasi-Experimental
popovic2022,-0.0548920029031878,0.00213301033261566,-0.0548920029031878,0.0659534034163257,467,antipeace,Quasi-Experimental
annanetal2011,-0.0730319398814086,7.9594619427881e-4,-0.0730319398814086,0.0321206511550274,1244,antipeace,Full
barceloratnasingham2023,0.196986646676823,0.00149256583557353,0.196986646676823,0.0418265584284928,620,antipeace,Full
canettietal2017,0.0633141250395598,5.3708647138262e-4,0.0633141250395598,0.0221408581809854,1848,antipeace,Full
coupeobrizan2016a,0.0974206830096322,0.0011408238327079,0.0974206830096322,0.0351716058848163,861,antipeace,Full
davalosetal2018,-0.132572965709013,0.00145136499087753,-0.132572965709013,0.0248615028713979,666,antipeace,Full
dyrstadetal2011,-0.0441221316503967,5.3154229716194e-4,-0.0441221316503967,0.0323427842143425,1875,antipeace,Full
dyrstadetal2021a,0.0459182215247313,0.00106615361837779,0.0459182215247313,0.0482867786762596,935,antipeace,Full
dyrstadetal2021b,-0.0611098707977117,0.00145108934685284,-0.0611098707977117,0.0275693025174468,685,antipeace,Full
dyrstadetal2021c,-0.0859506216071756,0.0012551331931021,-0.0859506216071756,0.0348864724349012,786,antipeace,Full
esparzaetal2020,-0.10673228030215,6.3962448516151e-4,-0.10673228030215,0.0308676225177885,1529,antipeace,Full
esparzaetal2020,0.0075853231297055,6.5437495357104e-4,0.0075853231297055,0.0214096982903427,1529,antipeace,Full
fabbeetal2023,-0.388087325363159,7.129054957335e-4,-0.388087325363159,0.0384527089342387,1013,antipeace,Full
fabbeetal2023,-0.257502443193857,8.5889819620573e-4,-0.257502443193857,0.0341262719185799,1016,antipeace,Full
getmanskyweiss2023b,-0.0371369249797192,8.7631247773649e-4,-0.0371369249797192,0.0296114993047066,1139,antipeace,Full
getmanskyweiss2023b,0.00944351188298531,3.612072428178e-4,0.00944351188298531,0.0212950823010752,2769,antipeace,Full
getmanskyweiss2023b,-0.0340213715574572,7.8681895288156e-4,-0.0340213715574572,0.0317803334668297,1269,antipeace,Full
getmanskyweiss2023b,-0.0305297972711846,8.531083176999e-4,-0.0305297972711846,0.035092399340786,1171,antipeace,Full
gonzaleztraunmuller2023,3.8081116322839e-4,9.293677601912e-4,3.8081116322839e-4,0.0288590951036196,1077,antipeace,Full
grossmanetal2015,0.100398344123559,4.2003512555378e-4,0.100398344123559,0.0617353644863481,2334,antipeace,Full
hayesmcallister2001,-0.00284640087150259,0.00250622505280652,-0.00284640087150259,0.0512964286323283,400,antipeace,Full
hazlett2020,-0.143912875389444,7.5216243970473e-4,-0.143912875389444,0.0414924087822046,1276,antipeace,Full
henrichetal2019b,-0.0267675514564049,0.00252163512563864,-0.0267675514564049,0.0565992239416414,397,antipeace,Full
hirschhoefleretal2016,0.119800130354299,5.9747960607802e-4,0.119800130354299,0.0324366940367031,1627,antipeace,Full
krause2017,-0.0360966874035564,9.2953938122087e-4,-0.0360966874035564,0.0155805456862631,1074,antipeace,Full
kreimanmasullo2020,-0.0139996562895701,0.00104890667120648,-0.0139996562895701,0.0277589544584196,954,antipeace,Full
liendobraithwaite2018,-0.00289899702128316,8.8104245965037e-4,-0.00289899702128316,0.0323538161942282,1136,antipeace,Full
liendobraithwaite2018,0.0125804417993079,8.8077840530121e-4,0.0125804417993079,0.0296617127124194,1136,antipeace,Full
mcallister2004,-0.0122930216171821,0.0024683895952489,-0.0122930216171821,0.0455042721816696,406,antipeace,Full
mcallister2004,0.00214823186701186,0.00246911301289133,0.00214823186701186,0.0476481431426139,406,antipeace,Full
meernik2020,-0.0754847813872634,6.8041057275798e-4,-0.0754847813872634,0.0309964870000096,1454,antipeace,Full
meernik2020,0.0116309428557431,6.8994441727876e-4,0.0116309428557431,0.0260545958106484,1450,antipeace,Full
mironovaetal2019,0.202724049588121,0.00427672040073059,0.202724049588121,0.073567193115565,216,antipeace,Full
mironovawhitt2021a,-0.0728398813556305,0.00166568493816877,-0.0728398813556305,0.0352376800083159,595,antipeace,Full
mironovawhitt2021b,-0.144701734819515,0.00240240912410499,-0.144701734819515,0.138956858696205,400,antipeace,Full
nussioetal2015,-0.0100081114471231,7.0857525545216e-4,-0.0100081114471231,0.0289601819952739,1412,antipeace,Full
pechenkinaetal2019,-0.266713583254774,4.3399802755916e-4,-0.266713583254774,0.0314549630028072,1989,antipeace,Full
pechenkinagamboa2019,-0.200199254410455,8.7673349452237e-4,-0.200199254410455,0.043132170598904,1052,antipeace,Full
popovic2022,-0.0548920029031878,0.00213301033261566,-0.0548920029031878,0.0659534034163257,467,antipeace,Full
schaub2023,0.0760196363998508,6.2012260127494e-4,0.0760196363998508,0.0289153687818039,1595,antipeace,Full
tellez2019,-0.0503940712763674,2.1359538955295e-4,-0.0503940712763674,0.0215202901913869,4659,antipeace,Full
tellez2019,-0.0018249515000589,2.1468298392338e-4,-0.0018249515000589,0.0152027935978596,4659,antipeace,Full
weintraubetal2015,-0.0659907209106449,9.9429229044617e-4,-0.0659907209106449,0.0401441954494009,998,antipeace,Full
aaskoven2022,-0.0346938272545574,8.1569429722177e-4,-0.0346938272545574,0.0204845424662584,1224,authoritarian,Bivariate
annanetal2011,0.0723687639698985,0.00199105221864143,0.0723687639698985,0.0498421601173809,498,authoritarian,Bivariate
balcells2012,-0.0916846940430013,3.4793294267159e-4,-0.0916846940430013,0.0189769452941453,2827,authoritarian,Bivariate
