authoryear,yi,vi,coef,se,n,outcome,model_type
malasquezsalgado2021,0.00384704386933782,5.63331869036092e-5,0.00384704386933782,0.0178850383953817,17752,groups,Bivariate
malasquezsalgado2021,-0.00151823355396482,4.85811985007319e-5,-0.00151823355396482,0.0132515272149749,20585,groups,Bivariate
meernik2020,0.121145912615065,6.2155104381466e-4,0.121145912615065,0.0345807378584501,1563,groups,Bivariate
meernik2020,0.155796452967666,6.114605564733e-4,0.155796452967666,0.0266269577539146,1558,groups,Bivariate
nussio2019,0.130616818592763,1.7875477570852e-4,0.130616818592763,0.0151897689582659,5406,groups,Bivariate
shai2021,-0.137307020235182,7.6766268597281e-4,-0.137307020235182,0.0286015180118841,1255,groups,Bivariate
velezetal2016,0.0535986475205061,7.18294049294944e-5,0.0535986475205061,0.0571350862266542,13843,groups,Bivariate
velezetal2016,0.156697912878645,1.3813798471248e-4,0.156697912878645,0.0486570444302214,6889,groups,Bivariate
voorsbulte2014,0.0771963978768313,0.001157045603482,0.0771963978768313,0.0390024694549463,855,groups,Bivariate
voorsbulte2014,0.0919102855224859,0.00115126037364928,0.0919102855224859,0.0341456981399528,855,groups,Bivariate
voorsetal2012,0.0267118692532267,0.00355364221067059,0.0267118692532267,0.0667809698067908,282,groups,Bivariate
voorsetal2012,-0.0376216452795682,0.00354865205315536,-0.0376216452795682,0.0432903804467191,282,groups,Bivariate
wernerlambsdorff2020,0.0961870878780283,9.7767100292688e-4,0.0961870878780283,0.0411656975079432,1005,groups,Bivariate
annanetal2011,0.0102939277595538,8.043347396067e-4,0.0102939277595538,0.0331634590402251,1244,groups,Quasi-Experimental
barcelo2021,0.25953960892181,0.00101023909562901,0.25953960892181,0.0483968623539754,862,groups,Quasi-Experimental
barcelopeisakhin2023,0.05522531650996,0.00110189537730581,0.05522531650996,0.0320942559164199,903,groups,Quasi-Experimental
bauerfialalevely2014,0.334277859574057,0.00269284242286857,0.334277859574057,0.0768227337619382,294,groups,Quasi-Experimental
blattman2009,0.0772546710617672,0.00133707584846357,0.0772546710617672,0.0602599979803521,740,groups,Quasi-Experimental
delucaverpoorten2015a,-0.0705051149941331,2.3534175613843e-4,-0.0705051149941331,0.0267403763288077,4208,groups,Quasi-Experimental
delucaverpoorten2015a,0.0309563072120783,2.3883329323114e-4,0.0309563072120783,0.0338961321721455,4180,groups,Quasi-Experimental
delucaverpoorten2015a,0.0702205174717767,2.371078716079e-4,0.0702205174717767,0.0302394830340764,4177,groups,Quasi-Experimental
delucaverpoorten2015b,-0.0614080556060275,2.2904969339301e-4,-0.0614080556060275,0.0156156955329904,4334,groups,Quasi-Experimental
delucaverpoorten2015b,-0.0196186038758208,2.321631898011e-4,-0.0196186038758208,0.0279937084591717,4305,groups,Quasi-Experimental
delucaverpoorten2015b,0.0830146152559022,2.3719688289199e-4,0.0830146152559022,0.0363902334785628,4159,groups,Quasi-Experimental
grossmanetal2015,-0.00521085203263984,4.286093848176e-4,-0.00521085203263984,0.061661784001271903,2334,groups,Quasi-Experimental
hongkang2017,0.0452672473077668,5.8342469335102e-4,0.0452672473077668,0.0428926304536368,1708,groups,Quasi-Experimental
koos2018,0.0573335052748892,1.8148274453322e-4,0.0573335052748892,0.0205815058060645,5475,groups,Quasi-Experimental
shai2021,-0.0686761715251877,9.2492008544745e-4,-0.0686761715251877,0.0308952004347006,1072,groups,Quasi-Experimental
voorsbulte2014,0.153352110175802,0.00122718057113195,0.153352110175802,0.0369430236482599,778,groups,Quasi-Experimental
voorsbulte2014,0.0825454001886801,0.00121330743039398,0.0825454001886801,0.0391552223826884,814,groups,Quasi-Experimental
annanetal2011,0.0102939277595538,8.043347396067e-4,0.0102939277595538,0.0331634590402251,1244,groups,Full
barcelo2021,0.25953960892181,0.00101023909562901,0.25953960892181,0.0483968623539754,862,groups,Full
barcelopeisakhin2023,0.05522531650996,0.00110189537730581,0.05522531650996,0.0320942559164199,903,groups,Full
barcelopeisakhin2023,0.111252789416132,0.00119096316038713,0.111252789416132,0.0435073401313564,820,groups,Full
barceloratnasingham2023,0.248868161371641,0.001421591705243,0.248868161371641,0.0445836844565344,620,groups,Full
bauerfialalevely2014,0.334277859574057,0.00269284242286857,0.334277859574057,0.0768227337619382,294,groups,Full
bellowsmiguel2006,0.109617508461757,1.8497486979137e-4,0.109617508461757,0.0159846682116202,5278,groups,Full
bellowsmiguel2009,0.119078857285458,1.87180569625e-4,0.119078857285458,0.0166087877650868,5193,groups,Full
blair2021,-0.0141690110922977,2.0947160908513e-4,-0.0141690110922977,0.0141896438074628,4773,groups,Full
blair2021,0.110431084413297,2.0362242692212e-4,0.110431084413297,0.0216666981457344,4793,groups,Full
blairmorse2021,0.153260510005783,9.2760131820614e-4,0.153260510005783,0.0351751910158476,1029,groups,Full
blattman2009,0.0772546710617672,0.00133707584846357,0.0772546710617672,0.0602599979803521,740,groups,Full
cassaretal2013,0.223453971549682,0.00231443542975758,0.223453971549682,0.0494564401736199,391,groups,Full
cecchietal2015,0.147267945447728,0.00594468737408394,0.147267945447728,0.0755804921164029,162,groups,Full
childnikolova2020,-0.036208520966508,1.1224168409737e-4,-0.036208520966508,0.0283009700446059,8887,groups,Full
childnikolova2020,0.0182414765794021,9.57492198704556e-5,0.0182414765794021,0.011449066766934,10438,groups,Full
cilliersetal2016,0.14941161924069,3.1819263966222e-4,0.14941161924069,0.0219799073988599,3005,groups,Full
cordoba2020,-0.175564848327653,8.28675806243281e-5,-0.175564848327653,0.0495904302432224,11336,groups,Full
delucaverpoorten2015a,-0.0705051149941331,2.3534175613843e-4,-0.0705051149941331,0.0267403763288077,4208,groups,Full
delucaverpoorten2015a,0.0309563072120783,2.3883329323114e-4,0.0309563072120783,0.0338961321721455,4180,groups,Full
delucaverpoorten2015a,0.0702205174717767,2.371078716079e-4,0.0702205174717767,0.0302394830340764,4177,groups,Full
delucaverpoorten2015b,-0.0614080556060275,2.2904969339301e-4,-0.0614080556060275,0.0156156955329904,4334,groups,Full
delucaverpoorten2015b,-0.0196186038758208,2.321631898011e-4,-0.0196186038758208,0.0279937084591717,4305,groups,Full
delucaverpoorten2015b,0.0830146152559022,2.3719688289199e-4,0.0830146152559022,0.0363902334785628,4159,groups,Full
elbialyetal2022a,0.216617473480339,0.00667908470939568,0.216617473480339,0.102767909706461,137,groups,Full
elbialyetal2022b,0.13061195603663,0.00818789881222742,0.13061195603663,0.0749080644798181,119,groups,Full
freitagetal2019,0.00649380105823847,0.00108923274822864,0.00649380105823847,0.0269942636354549,919,groups,Full
gilliganetal2014,0.272016095253026,6.9885037962381e-4,0.272016095253026,0.0421851054444292,1228,groups,Full
gonzaleztraunmuller2023,0.0664914897088548,9.1775676840626e-4,0.0664914897088548,0.0324972400626738,1081,groups,Full
grosjean2014,0.0507053905616869,3.17645126744999e-5,0.0507053905616869,0.00894555018179705,31321,groups,Full
grossmanetal2015,-0.00521085203263984,4.286093848176e-4,-0.00521085203263984,0.061661784001271903,2334,groups,Full
haradaetal2023,-0.0936122737292609,4.567876704331e-4,-0.0936122737292609,0.0302107003661288,2152,groups,Full
hartmanmorse2018,0.0464469492195738,8.1347223516507e-4,0.0464469492195738,0.031013738232298,1225,groups,Full
henrichetal2019a,0.139917059256713,0.00167461617336059,0.139917059256713,0.0392022696308789,575,groups,Full
henrichetal2019b,0.166135805367454,0.00241214186069537,0.166135805367454,0.0504277094570086,393,groups,Full
henrichetal2019c,0.138265818414683,0.00136086365388426,0.138265818414683,0.0399574393067112,708,groups,Full
hongkang2017,0.0452672473077668,5.8342469335102e-4,0.0452672473077668,0.0428926304536368,1708,groups,Full
kijewski2019,0.00324036439320147,3.96911566320333e-5,0.00324036439320147,0.00362810446381022,25195,groups,Full
koos2018,0.0573335052748892,1.8148274453322e-4,0.0573335052748892,0.0205815058060645,5475,groups,Full
krakowski2020,0.0520218671195868,1.6640367652757e-4,0.0520218671195868,0.019031474120152,5978,groups,Full
lewistopal2022,-0.040331720316549,4.2199379790653e-4,-0.040331720316549,0.13032704964134,2363,groups,Full
lindseykoos2024,0.104968252497043,9.9906510277863e-4,0.104968252497043,0.0362975085869641,980,groups,Full
malasquezsalgado2021,-0.035728503073615,5.1534413725378e-5,-0.035728503073615,0.0115248558447943,19356,groups,Full
malasquezsalgado2021,-0.0118583212851768,5.3948452873915e-5,-0.0118583212851768,0.0179160183653796,18532,groups,Full
malasquezsalgado2021,-0.00697965844641906,5.38740609433812e-5,-0.00697965844641906,0.0134164689466356,18561,groups,Full
malasquezsalgado2021,0.00807703852068314,5.63275042055963e-5,0.00807703852068314,0.0157988747724949,17752,groups,Full
malasquezsalgado2021,-0.00561664022360099,4.85783573503881e-5,-0.00561664022360099,0.0127524520232045,20585,groups,Full
meernik2020,0.0736716861443218,6.7566558966241e-4,0.0736716861443218,0.0340356876536295,1465,groups,Full
meernik2020,0.116374936931137,6.6696173020488e-4,0.116374936931137,0.0288379546304972,1460,groups,Full
nussio2019,0.128738449994928,1.7942996415989e-4,0.128738449994928,0.0151881147591435,5391,groups,Full
shai2021,-0.0686761715251877,9.2492008544745e-4,-0.0686761715251877,0.0308952004347006,1072,groups,Full
velezetal2016,-0.213311424180455,7.7156748232278e-5,-0.213311424180455,0.0368702434578932,11809,groups,Full
velezetal2016,0.104105415210376,1.4422782811563e-4,0.104105415210376,0.0257803964034043,6785,groups,Full
voorsbulte2014,0.153352110175802,0.00122718057113195,0.153352110175802,0.0369430236482599,778,groups,Full
voorsbulte2014,0.0825454001886801,0.00121330743039398,0.0825454001886801,0.0391552223826884,814,groups,Full
voorsetal2012,0.146461533726894,0.00350753913134307,0.146461533726894,0.0705014078784469,274,groups,Full
voorsetal2012,0.0181292142125553,0.00454246714184997,0.0181292142125553,0.0467746300232436,221,groups,Full
wernerlambsdorff2020,0.13883043805714,0.00103533229471898,0.13883043805714,0.0436715462379578,930,groups,Full
balcells2012,0.0954959511315612,3.3452954394886e-4,0.0954959511315612,0.0218194426261204,2936,groupvoting,Bivariate
barcelopeisakhin2023,0.117155238185673,8.6929194419963e-4,0.117155238185673,0.0296945341203154,1120,groupvoting,Bivariate
barcelopeisakhin2023,0.0452464731757165,0.00105947840908042,0.0452464731757165,0.0348914425793145,941,groupvoting,Bivariate
canavanturkoglu2022,0.13288640729567,3.5860060893058e-4,0.13288640729567,0.0492902185916567,2692,groupvoting,Bivariate
canavanturkoglu2022,0.0578368663775054,4.2778681459521e-4,0.0578368663775054,0.063810187825444,2323,groupvoting,Bivariate
canavanturkoglu2022,0.148919645480747,3.656358318952e-4,0.148919645480747,0.0661552696820863,2616,groupvoting,Bivariate
canavanturkoglu2022,0.209797764919778,5.2888143801386e-4,0.209797764919778,0.0495366740017232,1729,groupvoting,Bivariate
canavanturkoglu2022,0.202164720999829,2.7767257923914e-4,0.202164720999829,0.0391665240863497,3314,groupvoting,Bivariate
canavanturkoglu2022,0.216748990112097,1.7735732917183e-4,0.216748990112097,0.0559159626590991,5122,groupvoting,Bivariate
canavanturkoglu2022,0.17339828088876,5.8000622360216e-4,0.17339828088876,0.0564523259448852,1623,groupvoting,Bivariate
canavanturkoglu2022,0.118482804185513,3.7033170307765e-4,0.118482804185513,0.0422571511815132,2626,groupvoting,Bivariate
childnikolova2020,0.0108960609749915,6.02811314926669e-5,0.0108960609749915,0.0118506026285647,16586,groupvoting,Bivariate
childnikolova2020,-0.00206214184128409,6.06092184471869e-5,-0.00206214184128409,0.00713832640353371,16500,groupvoting,Bivariate
dellavignaetal2014,0.223016759259096,9.4853021755846e-4,0.223016759259096,0.0804134400762881,953,groupvoting,Bivariate
gursesetal2020,0.349559759271361,7.48249019657861e-5,0.349559759271361,0.0173026561012165,10299,groupvoting,Bivariate
hadzicetal2017,0.0641082341739688,0.00935657697752992,0.0641082341739688,0.0854465210092605,107,groupvoting,Bivariate
hadzicetal2017,0.00287594668750313,0.00943380620688408,0.00287594668750313,0.0973008704082942,107,groupvoting,Bivariate
hadzicetal2017,-0.0915602170172037,0.00927645030746625,-0.0915602170172037,0.0747979573396184,107,groupvoting,Bivariate
hayesmcallister2001,0.0995073449407532,0.00103734880476213,0.0995073449407532,0.0368252309748497,946,groupvoting,Bivariate
lupupeisakhin2017,0.186945441651618,0.00128813860055922,0.186945441651618,0.0519290261990421,724,groupvoting,Bivariate
martinez2024,-0.00337675864341497,0.0102038489299199,-0.00337675864341497,0.117223916799455,99,groupvoting,Bivariate
martinez2024,-0.115698869188338,0.00935968013890406,-0.115698869188338,0.107786195180445,105,groupvoting,Bivariate
martinez2024,-0.0675399298889132,0.00943711927923922,-0.0675399298889132,0.0728585658228401,106,groupvoting,Bivariate
martinez2024,-0.0447918546893946,0.00939614532818654,-0.0447918546893946,0.091493299035398,107,groupvoting,Bivariate
martinez2024,0.104964783123361,0.00922722807776422,0.104964783123361,0.119221607016844,107,groupvoting,Bivariate
martinez2024,0.0370187489997501,0.00932019721876306,0.0370187489997501,0.0867591390842175,108,groupvoting,Bivariate
martinez2024,0.0581547422114911,0.00928268681929952,0.0581547422114911,0.117765457067919,108,groupvoting,Bivariate
mcallister2004,0.0626308915640697,0.00105214223738997,0.0626308915640697,0.0362322596031737,944,groupvoting,Bivariate
mcallister2004,0.0806982771724017,0.00104556989939316,0.0806982771724017,0.035608272163171,945,groupvoting,Bivariate
pechenkinaetal2019,-0.196990654475023,0.00229824680796081,-0.196990654475023,0.0295168978103092,403,groupvoting,Bivariate
barcelopeisakhin2023,0.0945943653148082,0.00116372497687998,0.0945943653148082,0.0341469119827932,845,groupvoting,Quasi-Experimental
hadzicetal2017,0.206638237910027,0.00430246250107038,0.206638237910027,0.074798180831068,214,groupvoting,Quasi-Experimental
hadzicetal2017,0.136109800977417,0.00452249508126085,0.136109800977417,0.0733968521507735,214,groupvoting,Quasi-Experimental
hadzicetal2017,0.0273365493252206,0.00468782152384851,0.0273365493252206,0.0710206230254677,214,groupvoting,Quasi-Experimental
lupupeisakhin2017,0.186945441651618,0.00128813860055922,0.186945441651618,0.0519290261990421,724,groupvoting,Quasi-Experimental
balcells2012,0.0465706645492883,4.2769203187996e-4,0.0465706645492883,0.0236290180301982,2329,groupvoting,Full
barcelopeisakhin2023,0.0945943653148082,0.00116372497687998,0.0945943653148082,0.0341469119827932,845,groupvoting,Full
barcelopeisakhin2023,0.0474913804708471,0.00130129963991102,0.0474913804708471,0.0393986407163115,766,groupvoting,Full
canavanturkoglu2022,0.0827371550086115,0.00370810521190753,0.0827371550086115,0.0558985521645265,267,groupvoting,Full
canavanturkoglu2022,0.0369184375124958,0.00357446564743117,0.0369184375124958,0.0756850090297468,280,groupvoting,Full
canavanturkoglu2022,0.102992945753411,3.9906132340023e-4,0.102992945753411,0.0307770666227274,2454,groupvoting,Full
canavanturkoglu2022,0.111544941425911,6.0127636391234e-4,0.111544941425911,0.0290670344192647,1623,groupvoting,Full
canavanturkoglu2022,0.142226317514405,3.4028803061354e-4,0.142226317514405,0.0243007849077167,2822,groupvoting,Full
canavanturkoglu2022,0.128760480614908,2.0507132085902e-4,0.128760480614908,0.0157736681908608,4717,groupvoting,Full
canavanturkoglu2022,0.177651695348146,6.0782617742128e-4,0.177651695348146,0.0158766473950885,1544,groupvoting,Full
canavanturkoglu2022,0.0885238909456526,4.570048523078e-4,0.0885238909456526,0.0175787920739244,2155,groupvoting,Full
childnikolova2020,0.0329066137038719,1.1229298695733e-4,0.0329066137038719,0.0371306658764351,8887,groupvoting,Full
childnikolova2020,0.00256153441510631,9.58117157349749e-5,0.00256153441510631,0.0121807192994843,10438,groupvoting,Full
dellavignaetal2014,0.245160048431691,9.3284638429709e-4,0.245160048431691,0.0697735717224147,948,groupvoting,Full
gursesetal2020,0.349612719256377,7.61195252498991e-5,0.349612719256377,0.0173095280790523,10123,groupvoting,Full
hadzicetal2017,0.206638237910027,0.00430246250107038,0.206638237910027,0.074798180831068,214,groupvoting,Full
hadzicetal2017,0.136109800977417,0.00452249508126085,0.136109800977417,0.0733968521507735,214,groupvoting,Full
hadzicetal2017,0.0273365493252206,0.00468782152384851,0.0273365493252206,0.0710206230254677,214,groupvoting,Full
hayesmcallister2001,0.0995018891887872,0.00231202068511785,0.0995018891887872,0.058260242640213,425,groupvoting,Full
lupupeisakhin2017,0.186945441651618,0.00128813860055922,0.186945441651618,0.0519290261990421,724,groupvoting,Full
martinez2024,0.0527995910952097,0.010467707138647,0.0527995910952097,0.123492877065401,96,groupvoting,Full
martinez2024,0.085023442520265,0.00975835927405332,0.085023442520265,0.0535706026912235,102,groupvoting,Full
martinez2024,0.112113368711058,0.00955901152074513,0.112113368711058,0.0598018629160461,103,groupvoting,Full
martinez2024,0.152827522402654,0.00926051467263602,0.152827522402654,0.0749883539246468,104,groupvoting,Full
martinez2024,0.252094609494945,0.00851393624563673,0.252094609494945,0.0544346921924285,104,groupvoting,Full
martinez2024,0.145163687572386,0.00921441401650418,0.145163687572386,0.0532205329807323,105,groupvoting,Full
martinez2024,0.196325582719872,0.00888844375580037,0.196325582719872,0.0815698906363267,105,groupvoting,Full
mcallister2004,0.078510804813265,0.00229700023556107,0.078510804813265,0.0544822213442474,431,groupvoting,Full
mcallister2004,0.0533299069692437,0.00231237193216403,0.0533299069692437,0.0533555695923521,431,groupvoting,Full
pechenkinaetal2019,-0.0729475219414424,4.8955251595981e-4,-0.0729475219414424,0.00983698187253705,2022,groupvoting,Full
aaskoven2022,0.0108676919978927,7.8783593419265e-4,0.0108676919978927,0.022527989847787,1270,hawkish,Bivariate
barcelopeisakhin2023,0.0292543007191677,8.2983300431974e-4,0.0292543007191677,0.0288206474528057,1204,hawkish,Bivariate
barcelopeisakhin2023,-0.0122138392902185,9.8589907940199e-4,-0.0122138392902185,0.0269486127786955,1015,hawkish,Bivariate
blair2021,-0.0780532090282658,2.058883929308e-4,-0.0780532090282658,0.0125424215810487,4799,hawkish,Bivariate
blair2021,-0.0736397718953958,2.0616585554893e-4,-0.0736397718953958,0.0174680566411777,4799,hawkish,Bivariate
blairmorse2021,-0.0985477185387501,9.242893596063e-4,-0.0985477185387501,0.0309066955275057,1062,hawkish,Bivariate
canettietal2017,-0.04331774192149,4.5366605985749e-4,-0.04331774192149,0.0210493064320627,2197,hawkish,Bivariate
coupeobrizan2016a,-0.0956458460901524,0.00114161329359884,-0.0956458460901524,0.0347725990645047,861,hawkish,Bivariate
coupeobrizan2016b,-0.203898899319605,5.5570413700947e-4,-0.203898899319605,0.0540748324360027,1654,hawkish,Bivariate
fabbeetal2023,0.227017460895056,8.4230543052335e-4,0.227017460895056,0.0276669500868013,1069,hawkish,Bivariate
fabbeetal2023,0.14015045045681,8.9738703686418e-4,0.14015045045681,0.0171037064358246,1072,hawkish,Bivariate
getmanskyweiss2023a,-0.146737684408419,3.866719421384e-4,-0.146737684408419,0.0212190573477188,2477,hawkish,Bivariate
getmanskyweiss2023b,0.0347149414539725,1.7202814244027e-4,0.0347149414539725,0.0143744998998825,5800,hawkish,Bivariate
getmanskyweiss2023b,0.0071577315858696,3.2474749476515e-4,0.0071577315858696,0.0207888923861394,3080,hawkish,Bivariate
getmanskyweiss2023b,-0.00606628085428852,2.9254722113148e-4,-0.00606628085428852,0.0167176286147706,3419,hawkish,Bivariate
getmanskyweiss2023b,-0.0165308266312264,3.0213226669205e-4,-0.0165308266312264,0.0171094431245991,3309,hawkish,Bivariate
glaurdicvukovic2015,-0.487087309079212,0.00106748878775661,-0.487087309079212,0.0670502335425346,546,hawkish,Bivariate
grossmanetal2015,-0.0120169410781162,4.2850887574264e-4,-0.0120169410781162,0.020706388929684,2334,hawkish,Bivariate
hadzic2018,0.0688752288561121,8.8996847197793e-4,0.0688752288561121,0.0299234658149431,1114,hawkish,Bivariate
hadzic2018,0.0172639017068245,8.89149469951e-4,0.0172639017068245,0.0298363293959486,1125,hawkish,Bivariate
kim2023,-0.00584994848106936,1.1905364416914e-4,-0.00584994848106936,0.0111630309173536,8400,hawkish,Bivariate
kocheretal2011,-0.178681044333741,9.65552747508351e-5,-0.178681044333741,0.0210113072233798,9707,hawkish,Bivariate
kupatadzezeitzoff2021,-0.020960899073275,0.00104729714303634,-0.020960899073275,0.0583353216644281,955,hawkish,Bivariate
kupatadzezeitzoff2021,-0.0269530199241493,0.00104669559453432,-0.0269530199241493,0.0609018143550366,955,hawkish,Bivariate
kupatadzezeitzoff2021,-0.0757546446329785,0.00103622159441339,-0.0757546446329785,0.0313829792713323,955,hawkish,Bivariate
mironovawhitt2021b,-0.358441243825826,0.00381681855296469,-0.358441243825826,0.0741329681625752,200,hawkish,Bivariate
pechenkinaetal2019,0.331365423243945,3.9861701255898e-4,0.331365423243945,0.026838167693997,1989,hawkish,Bivariate
popovic2022,0.133083983975712,0.00606849684417265,0.133083983975712,0.0567991776055181,160,hawkish,Bivariate
schaub2023,0.0581703746603519,5.8876340549813e-4,0.0581703746603519,0.0245974586398828,1688,hawkish,Bivariate
wayneetal2023,-0.00183943144137973,4.9800459810527e-4,-0.00183943144137973,0.02232133208538,2009,hawkish,Bivariate
barcelopeisakhin2023,-0.00209482458268861,0.00117094991035034,-0.00209482458268861,0.035854560182739,855,hawkish,Quasi-Experimental
coupeobrizan2016b,0.128073035166034,5.8527746156725e-4,0.128073035166034,0.0534637054091497,1654,hawkish,Quasi-Experimental
getmanskyweiss2023a,0.103583473370934,4.5518886094448e-4,0.103583473370934,0.0172537949641158,2151,hawkish,Quasi-Experimental
getmanskyweiss2023b,-0.0351407879844117,1.7918659510614e-4,-0.0351407879844117,0.0142993645436839,5568,hawkish,Quasi-Experimental
getmanskyweiss2023b,-0.0290926475851333,3.5114595570724e-4,-0.0290926475851333,0.0219767900864036,2844,hawkish,Quasi-Experimental
getmanskyweiss2023b,0.00512110878626683,2.9813582265276e-4,0.00512110878626683,0.0178734552101006,3355,hawkish,Quasi-Experimental
getmanskyweiss2023b,-0.00248175535767223,3.5360243345778e-4,-0.00248175535767223,0.017823630636470002,2829,hawkish,Quasi-Experimental
grossmanetal2015,0.0421636513671255,4.2710999292129e-4,0.0421636513671255,0.0616661288095402,2334,hawkish,Quasi-Experimental
hadzic2018,-0.00223372987552411,9.1239965413009e-4,-0.00223372987552411,0.0312023418815468,1097,hawkish,Quasi-Experimental
hadzic2018,-0.0439233882244457,8.9986015717568e-4,-0.0439233882244457,0.0296326310618356,1108,hawkish,Quasi-Experimental
kocheretal2011,0.0315324007936027,1.0282427405909e-4,0.0315324007936027,0.00751717377502681,9707,hawkish,Quasi-Experimental
kupatadzezeitzoff2021,0.0926259883994212,0.00137663089864341,0.0926259883994212,0.0332843445360156,715,hawkish,Quasi-Experimental
mironovawhitt2021b,0.00656762983880216,0.00250604945949153,0.00656762983880216,0.125937208389291,400,hawkish,Quasi-Experimental
popovic2022,-0.074195724714605,0.00207777372679502,-0.074195724714605,0.0345602234627108,477,hawkish,Quasi-Experimental
aaskoven2022,-0.0274007617892374,8.1046993523539e-4,-0.0274007617892374,0.020952281104245,1233,hawkish,Full
barcelopeisakhin2023,-0.00209482458268861,0.00117094991035034,-0.00209482458268861,0.035854560182739,855,hawkish,Full
barcelopeisakhin2023,0.0181995030408399,0.00122019251023942,0.0181995030408399,0.0306879306661688,820,hawkish,Full
blair2021,0.0722599407312883,2.0746001383295e-4,0.0722599407312883,0.011986363763689,4771,hawkish,Full
blair2021,0.0713317086581491,2.06649157534e-4,0.0713317086581491,0.0182619093765038,4791,hawkish,Full
blairmorse2021,0.112207125416313,9.1892331872354e-4,0.112207125416313,0.0339073770930988,1062,hawkish,Full
canettietal2017,0.0431689993127867,5.367868253566e-4,0.0431689993127867,0.021949147483866,1857,hawkish,Full
coupeobrizan2016a,0.0974206830096322,0.0011408238327079,0.0974206830096322,0.0351716058848163,861,hawkish,Full
coupeobrizan2016b,0.128073035166034,5.8527746156725e-4,0.128073035166034,0.0534637054091497,1654,hawkish,Full
fabbeetal2023,-0.127768805976929,9.5614304915664e-4,-0.127768805976929,0.0262339541538837,1013,hawkish,Full
fabbeetal2023,-0.0800639301404314,9.7263115789841e-4,-0.0800639301404314,0.0184685639681267,1016,hawkish,Full
getmanskyweiss2023a,0.103583473370934,4.5518886094448e-4,0.103583473370934,0.0172537949641158,2151,hawkish,Full
getmanskyweiss2023b,-0.0351407879844117,1.7918659510614e-4,-0.0351407879844117,0.0142993645436839,5568,hawkish,Full
getmanskyweiss2023b,-0.0290926475851333,3.5114595570724e-4,-0.0290926475851333,0.0219767900864036,2844,hawkish,Full
getmanskyweiss2023b,0.00512110878626683,2.9813582265276e-4,0.00512110878626683,0.0178734552101006,3355,hawkish,Full
getmanskyweiss2023b,-0.00248175535767223,3.5360243345778e-4,-0.00248175535767223,0.017823630636470002,2829,hawkish,Full
glaurdicvukovic2015,0.328071003133857,0.00146114344261164,0.328071003133857,0.0627947805718522,546,hawkish,Full
grossmanetal2015,0.0421636513671255,4.2710999292129e-4,0.0421636513671255,0.0616661288095402,2334,hawkish,Full
hadzic2018,-0.00223372987552411,9.1239965413009e-4,-0.00223372987552411,0.0312023418815468,1097,hawkish,Full
hadzic2018,-0.0439233882244457,8.9986015717568e-4,-0.0439233882244457,0.0296326310618356,1108,hawkish,Full
kim2023,0.0674164472772146,4.4159122196625e-4,0.0674164472772146,0.0264615784698822,2245,hawkish,Full
kocheretal2011,0.0315324007936027,1.0282427405909e-4,0.0315324007936027,0.00751717377502681,9707,hawkish,Full
kupatadzezeitzoff2021,-0.0635860076185606,0.00138925768428253,-0.0635860076185606,0.0722871076576023,715,hawkish,Full
kupatadzezeitzoff2021,-0.0683464026682131,0.00138750610487594,-0.0683464026682131,0.0681013952505379,715,hawkish,Full
kupatadzezeitzoff2021,0.0926259883994212,0.00137663089864341,0.0926259883994212,0.0332843445360156,715,hawkish,Full
mironovawhitt2021b,0.00656762983880216,0.00250604945949153,0.00656762983880216,0.125937208389291,400,hawkish,Full
pechenkinaetal2019,-0.266713583254774,4.3399802755916e-4,-0.266713583254774,0.0314549630028072,1989,hawkish,Full
popovic2022,-0.074195724714605,0.00207777372679502,-0.074195724714605,0.0345602234627108,477,hawkish,Full
schaub2023,-0.056771705517509,6.2331514103224e-4,-0.056771705517509,0.0287910680169867,1595,hawkish,Full
wayneetal2023,0.0153143817849524,6.5715384248885e-4,0.0153143817849524,0.024729698087404,1522,hawkish,Full
barcelopeisakhin2023,0.0470169155096897,0.00100159326561527,0.0470169155096897,0.0317486056478727,995,ingrouptrust,Bivariate
barcelopeisakhin2023,0.0388076654819851,0.00115929092830325,0.0388076654819851,0.0298794015325673,861,ingrouptrust,Bivariate
barceloratnasingham2023,0.0490078364521502,0.00158724438982814,0.0490078364521502,0.0402727306807902,628,ingrouptrust,Bivariate
barceloratnasingham2023,0.133021833248475,0.00153895293459787,0.133021833248475,0.0428860194394534,628,ingrouptrust,Bivariate
bellowsmiguel2006,-0.0295886402412037,1.894931266545e-4,-0.0295886402412037,0.0139036737065357,5269,ingrouptrust,Bivariate
bellowsmiguel2009,0.052447069564895,1.9515427317733e-4,0.052447069564895,0.0207011159858522,5097,ingrouptrust,Bivariate
cassaretal2013,-0.164268008402034,0.00485518039964872,-0.164268008402034,0.0796685325681571,196,ingrouptrust,Bivariate
childnikolova2020,-0.00891339819596106,6.04279650052757e-5,-0.00891339819596106,0.0153768036408101,16547,ingrouptrust,Bivariate
childnikolova2020,0.0138692446066703,6.06489094229396e-5,0.0138692446066703,0.0120581285498643,16483,ingrouptrust,Bivariate
cilliersetal2016,-0.0287469553470664,3.3278263601091e-4,-0.0287469553470664,0.0281536085920417,3001,ingrouptrust,Bivariate
delucaverpoorten2015a,0.154674581333108,4.1207781850079e-4,0.154674581333108,0.0236064274206268,2313,ingrouptrust,Bivariate
